9.296493276257188354e-01,3.143511912483244686e+00,2.382496648938470241e+00,5.141176979288277771e+00,8.941929346651100730e+00,1.510788256150819286e+01,2.265749989190124225e+01,2.994335625027024861e+01,3.411596834868335293e+01,3.221343018982141615e+01,2.091494789639815011e+01,7.290180308730056069e+00
9.728888312362173885e-01,5.612487568642712255e+00,2.235482336662775182e+00,4.142344445885761672e+00,7.458814372811000126e+00,1.068448134215419287e+01,1.706663207506377944e+01,2.490163012928611508e+01,3.124918925930730396e+01,3.428027846240325260e+01,2.808838154537986043e+01,1.301509058676006347e+01
8.042547671552731092e-01,3.290526224758939744e+00,3.100272408872746244e+00,4.211527651662558824e+00,8.271717040688372435e+00,1.288969602628961830e+01,2.044796125740476356e+01,2.756518355169282941e+01,3.383491157521511639e+01,3.506291347775327694e+01,2.717602801919834121e+01,1.247892074198988155e+01
8.518182211268213733e-01,6.888052925152418737e+00,1.409607817702252852e+00,6.135685562329744158e+00,1.078825615081938949e+01,1.848056384312708289e+01,2.465516495870627267e+01,3.219181043801616937e+01,3.626497167812513567e+01,3.393436243351926151e+01,2.386388204263415247e+01,9.214338219397241403e+00
8.820477343479765642e-01,2.153234175025942942e+00,3.804911795226564752e+00,5.793842960913178963e+00,1.133690764441369758e+01,1.613628502248356966e+01,2.157990314769975981e+01,2.867952265652023414e+01,3.634555517122103652e+01,3.607315807679004394e+01,2.595122794880664330e+01,1.037270840539605743e+01
1.007480434124616409e+00,3.199723267176892705e+00,2.006312967527132951e+00,4.457992822242400344e+00,9.028408353872096725e+00,1.503869935573139749e+01,2.223807670687940430e+01,2.911315778094867213e+01,3.565529467721709977e+01,3.533964630086046554e+01,2.566264539283088908e+01,1.034288926363125327e+01
1.046395987374064918e+00,5.149824880010377193e+00,5.102261426038828818e-01,4.579063432351796692e+00,8.340900246465169587e+00,1.481817788731785512e+01,2.257534483504129597e+01,2.878021360314783550e+01,3.422406710770960814e+01,3.235612055173606905e+01,2.240238682059930042e+01,8.042547671552730648e+00
9.037056254594197924e-01,7.610152635447744451e-01,1.219354001816059130e+00,4.449344921520300922e+00,8.146322480217927264e+00,1.323561205517360762e+01,2.035715829982271785e+01,2.815756475115665580e+01,3.431919401565269823e+01,3.359709430535737340e+01,2.285207765814848457e+01,8.206857785272624994e+00
1.011804384485666120e+00,1.448523370951701583e+00,1.426903619146452140e+00,4.492584425130799808e+00,8.496562459462966288e+00,1.226704717429843861e+01,1.976910105071993584e+01,2.813162104899035754e+01,3.570285813118865548e+01,3.442296882431789840e+01,2.435681238379383373e+01,9.205690318675141981e+00
8.561051539259771914e-01,1.132826011760636575e+00,2.023521272915945968e+00,4.470771359391213728e+00,7.622794880664129913e+00,1.271618817018332592e+01,2.155396056727775900e+01,2.937564856451054851e+01,3.373832583881009839e+01,3.176236596333448858e+01,2.148045658941542868e+01,7.536319612590798300e+00
